id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
BR-PI1012923-B1,"célula hospedeira microbiana transgênica, métodos para produzir um polipeptídeo, para produzir um mutante de uma célula mãe, para degradar ou converter um material celulósico, para produzir um produto de fermentação, para fermentar um material celulósico, construto de ácido nucleico, e, vetor de expressão ","Novozymes As, Novozymes Inc","Tang Lan, Harris Paul, Wu Wenping, Liu Ye",2009-06-02,2010-05-27,2018-10-16,,https://patents.google.com/patent/BRPI1012923B1/pt,
BR-112013010008-B1,"Métodos para degradar e para fermentar um material celulósico, e para produzir um produto de fermentação ","Novozymes, Inc.","Jason Quinlan, Feng Xu",2010-11-02,2011-11-02,2020-09-08,,https://patents.google.com/patent/BR112013010008B1/pt,https://patentimages.storage.googleapis.com/d8/f3/44/50b1a129ef6561/img0002.png
BR-112014004186-B1,"Composição enzimática, célula hospedeira de fungo filamentoso recombinante, método para produzir uma composição enzimática, processos para degradar um material celulósico, para sintetizar um produto de fermentação, e, para fermentar um material celulósico ","Novozymes, Inc.","Jeffrey Shasky, Suchindra Maiyuran, Amanda Fischer",2011-08-24,2012-08-23,2020-12-15,,https://patents.google.com/patent/BR112014004186B1/pt,https://patentimages.storage.googleapis.com/0f/8c/ee/1500313e98761d/img0002.png
BR-PI0717476-B1,"Métodos para aumentar a produção de etanol em uma célula etanologênica e para produzir etanol, uso de uma molécula autoindutora nos ditos 5 métodos, célula etanologênica transfectada, recipiente de reação,aparelho para a produção e coleta de etanol por uma célula e uso de uma célula bacteriana de zymomonas mobilis ",University Of Durham,"Adrian Robert Walmsley, Maria Ines Borges-Walmsley, Jung Woo Yang",2006-10-18,2007-10-17,2023-10-10,,https://patents.google.com/patent/BRPI0717476B1/pt,
BR-112014023856-A2,"Sistema e processo para produção integrada de etanol de primeira e segunda gerações, e, uso de pontos de integração ",CTC Centro de Tecnologia Canavieira S A,"Maria Araújo Galvão Célia, Ribeiro De Lima Danilo, Augusto Travassos Rios Tomé José, Ricardo Medeiros Pinto José, Conceição Teodoro Juliana, Pires Andrade Liliane, Godoy Neto Oswaldo",2012-03-30,2013-03-27,2021-06-01,,https://patents.google.com/patent/BR112014023856A2/pt,
BR-112012019406-A2,processo para purificacao de um produto de etanol bruto ,Celanese Int Corp,"Grusendorf Gerald, Weiner Heiko, T Chapman Josefina, Sarager Lincoln, Bower Nathan, Jay Warner R, Jevtic Radmila, Pan Tianshu, J Johnston Victor",2010-02-02,2011-02-01,2018-03-20,,https://patents.google.com/patent/BR112012019406A2/pt,
BR-112013009817-B1,"métodos de degradar ou converter refugo de cana de açúcar, de produzir um produto de fermentação, e, de fermentar refugo de cana de açúcar ","Novozymes As, Novozymes North America Inc","Ribeiro Armindo, Knudsen Benjamin",2010-10-26,2011-10-26,2020-02-04,,https://patents.google.com/patent/BR112013009817B1/pt,
BR-112018074611-B1,Catalisador adequado para a reforma a vapor de uma corrente de gás de etanol e método para a produção de hidrogênio estável a partir de uma corrente de gás de etanol ,Kt - Kinetics Technology S.P.A.,"Gaetano Iaquaniello, Emma Palo, Vincenzo Palma, Antonio RICCA, Concetta RUOCCO",2016-05-31,2016-05-31,2023-12-26,,https://patents.google.com/patent/BR112018074611B1/pt,
BR-112014029571-B1,Processo para a preparação de hidrocarbonetos substituídos com um grupo compreendendo um átomo de oxigênio ,Evonik Operations Gmbh,"Thomas Haas, Eva Maria Wittmann",2012-05-11,2013-05-08,2022-02-01,,https://patents.google.com/patent/BR112014029571B1/pt,https://patentimages.storage.googleapis.com/12/c7/46/7ec5a7349ce8a8/img0001.png
BR-PI1010130-B1,Cepa de levedura e uso da cepa de levedura ,Archer Daniels Midland Company,"Andriy Sibirny, Marta V. Semkiv, Kostyantyn V. Dmytruk, Dr. Charles A. Abbas",2009-06-26,2010-06-28,2021-08-03,,https://patents.google.com/patent/BRPI1010130B1/pt,https://patentimages.storage.googleapis.com/73/39/e9/bd46abed1cc0a4/img0003.png
BR-122017022359-B1,método para fermentar uma mistura de glicose e xilose a etanol ,"Xyleco, Inc.","Marshall Medoff, Thomas Masterman, Harrison Medoff",2009-05-20,2010-05-18,2021-02-17,,https://patents.google.com/patent/BR122017022359B1/pt,https://patentimages.storage.googleapis.com/41/f1/cc/fd4bea6d03b409/img0078.png
BR-112012019345-A2,composições de etanol. ,Celanese Int Corp,"Weiner Heiko, Sarager Lincoln, Jay Warner R, Jevtic Radmila, Horton Trtinity, J Johnston Victor",2010-02-02,2011-02-01,2018-05-22,,https://patents.google.com/patent/BR112012019345A2/pt,
BR-PI0708949-B1,"métodos para degradar ou converter um material celulósico, para produzir uma susbtância, e para produzir um polipeptídeo tendo atividade endoglucanase, e, célula microbiana recombinante ","Novozymes As, Novozymes Inc","Vlasenko Elena, Bertel Romer Morkeberg Kristian, Harris Paul, Flensted Lassen Soren",2006-03-20,2007-03-09,2017-04-04,,https://patents.google.com/patent/BRPI0708949B1/pt,
BR-122016004370-B1,Processo para a preparação de etanol de material lignocelulósico ,Dsm Ip Assets B.V.,"Petrus Smits Johannes, Cornelis Van Der Hor Fop, Maria Van Gierveld Elisabeth",2009-10-08,2010-10-05,2018-01-16,,https://patents.google.com/patent/BR122016004370B1/pt,
BR-122016017656-B1,processo para a preparação de etanol a partir de material lignocelulósico ,Dsm Ip Assets B.V,Bertus Noordam,2012-11-09,2013-11-07,2021-03-02,,https://patents.google.com/patent/BR122016017656B1/pt,https://patentimages.storage.googleapis.com/c6/80/59/118679775472c2/img0003.png
BR-PI0712112-A2,processo para conversão de amido granular em etanol ,Genencor Int,"Oreste J Lantero, Mian Li, Jayarama K Shetty",2006-06-06,2007-06-04,2012-01-31,,https://patents.google.com/patent/BRPI0712112A2/pt,
BR-112012011957-A2,sistema de tanque de combustível voltado para veículos abastecidos a gasolina e flexíveis ao etanol fazendo uso de reforço de octano por demanda direta com injeção de etanol ,Ethanol Boosting Systems Llc,"Cohn Daniel, Bromberg Leslie",2009-11-23,2010-11-22,2018-09-11,,https://patents.google.com/patent/BR112012011957A2/pt,
BR-112013025342-A2,produção de etanol de ácido acético utilizando catalisador de caboneto de molibdênio ,Celanese Int Corp,"Barbara Kimmich, James Zink, Jan Cornelius Van Der Waal, Josefina Chapman, Laiyuan Chen, Victor J Johnston, Virginie Zuzaniuk",2011-04-04,2012-03-29,2016-12-13,,https://patents.google.com/patent/BR112013025342A2/pt,
BR-112018076398-A2,processo de etanol de moagem a seco. ,Basf Se,"P. Borst Joseph, L. Zack Kenneth, Newton Anthony",2016-06-20,2017-06-20,2019-03-26,,https://patents.google.com/patent/BR112018076398A2/pt,
BR-PI0801515-A2,sistema de reforma de combustìvel de etanol para motores de combustão interna ,Honda Motor Co Ltd,"Kohei Kuzuoka, Junichi Kamio",2007-05-17,2008-05-14,2009-04-07,,https://patents.google.com/patent/BRPI0801515A2/pt,
BR-PI0708800-A2,"complemento nutricional para meio de fermentaÇço alcoàlica, processo de fabricaÇço de etanol, leveduras provenientes de um processo de fabricaÇço do etanol, utlizaÇço de um complemento nutricional e processo de fabricaÇço de fermento em aerobiose em um prÉ-fermentador ",J Soufflet Ets,"Jean-Luc Baret, Pierre Labeille",2006-03-14,2007-03-16,2011-06-14,,https://patents.google.com/patent/BRPI0708800A2/pt,
BR-PI0817474-B1,"Célula hospedeira microbiana transgênica, construção de ácido nucleico, vetor de expressão, composição detergente, e, métodos para produzir uma proteína, para degradar ou converter um material celulósico, e para produzir um produto de fermentação ",Novozymes A/S,"Maiyuran Suchindra, Harris Paul, Ding Hanshu, Brown Kimberly",2007-09-28,2008-09-26,2018-04-24,,https://patents.google.com/patent/BRPI0817474B1/pt,
BR-PI0913402-B1,Alfa amilases (amys) variantes de geobacillus stearothermophilus com propriedades melhoradas ,Danisco Us Inc.,"William A. Cuevas, Walter Weyler, David A. Estell, Sura Hussain Hadi, Sang-Kyu Lee, Sandra W. Ramer, Andrew Shaw, Amr R. TOPPOZADA",2008-06-06,2009-06-02,2019-07-02,,https://patents.google.com/patent/BRPI0913402B1/pt,
BR-112015019777-B1,Método para produzir etanol com o uso de saccharomyces cerevisiae recombinante ,Toyota Jidosha Kabushiki Kaisha,"Toru Onishi, Nobuki Tada, Noriko Yasutani, Satoshi Katahira, Nobuhiro Ishida, Risa NAGURA",2013-02-27,2014-02-27,2022-12-06,,https://patents.google.com/patent/BR112015019777B1/pt,https://patentimages.storage.googleapis.com/45/bd/b1/36c46ef3de993a/img0020.png
BR-PI1008370-B1,Método para fornecimento de biocombustíveis ,"Xyleco, Inc.","Medoff Marshall, Masterman Thomas",2009-02-11,2010-02-11,2018-01-30,,https://patents.google.com/patent/BRPI1008370B1/pt,
BR-PI0714870-A2,"mÉtodo para produzir um polipeptÍdeo secretado tendo atividade biolàgica, proteÍna de fusço isolada, polinucleotÍdeo isolado, construÇço de proteÍna de fusço, vetor de expressço, cÉlula hospedeira féngica, mÉtodos para degradar ou conventer um material celulàsico e para produzir uma substÂncia ",Novozymes Inc,Sandra Merino,2006-07-21,2007-07-20,2013-05-28,,https://patents.google.com/patent/BRPI0714870A2/pt,
BR-112012003560-A2,"bebida alcoólica, método de produção de uma bebida alcoólica e composição farmacêutica ","Deuteria Beverages, Llc.","Anthony Czarnik, Jeffrey McKinney",2009-08-21,2010-08-20,2020-10-27,,https://patents.google.com/patent/BR112012003560A2/pt,
BR-112012028507-A2,processo para recuperação de etanol com extrações laterais para regular as concentrações de c3 + alcoóis ,Celanese Int Corp,"Lincoln Sarager, Radmila Wollrab, Trinity Hale, Victor J Johnston, Wael Amleh",2010-05-07,2011-05-06,2016-07-19,,https://patents.google.com/patent/BR112012028507A2/pt,
BR-112020002957-A2,"6-amino-7,9-dihydro-8h-purin-8-one derivatives as toll 7 (tlr7) receptor agonists as immunostimulants ",Bristol-Myers Squibb Company,"Yam B. POUDEL, Liqi He, Sanjeev Gangwar, Shoshana L. Posy, Prasanna Sivaprakasam",2017-08-16,2018-08-16,2020-08-04,,https://patents.google.com/patent/BR112020002957A2/en,
BR-112021000369-A2,Processos para produção de produtos de fermentação ,Novozymes A/S,"Angela Shows, Guillermo Coward Kelly, James Lavigne, Alan Jay House",2018-07-11,2019-07-11,2021-04-13,,https://patents.google.com/patent/BR112021000369A2/pt,
BR-PI0815408-B1,"Processo integrado para a produção de copolímeros de etileno e butileno, copolímero de etileno e butileno, e, uso de etileno e 1-butileno ",Braskem S.A.,Antonio Luiz Ribeiro De Castro Morschbacker,2007-12-05,2008-12-05,2021-08-24,,https://patents.google.com/patent/BRPI0815408B1/pt,https://patentimages.storage.googleapis.com/1f/a5/d3/077e4091373b27/img0002.png
BR-112012006635-B1,"COMPOSITION THAT UNDERSTANDS UNIFORM, RIGID, SPHERICAL, NANOPOROUS CALCIUM Phosphate MICRO SIZE PARTICLES AND METHOD FOR COMBINING AND SEPARATING THE NON-WATER SOLVENT OF THE PARTICULAR REFERENCES ","Laboratory Skin Care, Inc.","Tetsuro Ogawa, Akira Yamamoto",2008-09-23,2009-09-23,2021-04-06,,https://patents.google.com/patent/BR112012006635B1/en,https://patentimages.storage.googleapis.com/61/c7/38/d6b2cd5e08bf52/img0044.png
BR-102014004553-B1,processo de produção de alcool e/ou de solvente a partir de uma carga de biomassa ,IFP Energies Nouvelles,"Caroline Aymard, Pierre-Antoine Bouillon, Stephanie FLEURIER, Larissa PEROTTA, Eszter Toth",2013-03-06,2014-02-26,2021-07-06,,https://patents.google.com/patent/BR102014004553B1/pt,https://patentimages.storage.googleapis.com/81/f3/eb/05b82aa18a12b2/img0009.png
BR-112013018400-B1,método para o tratamento de biomassa lignocelulósica ,Poet Research Incorporated,"Neelakantam V. Narendranath, William F. Mcdonald, Jason Alan Bootsma",2011-01-18,2012-01-18,2021-05-18,,https://patents.google.com/patent/BR112013018400B1/pt,https://patentimages.storage.googleapis.com/f7/d4/12/c3d395ca3cb7fa/img0001.png
BR-112012019156-A2,processo para recuperação de etanol ,Celanese Int Corp,"Grusendorf Gerald, Weiner Heiko, R Warner Jay, T Chapman Josefina, Sarager Lincoln, Jevtic Radmila, Cunningham Robert, Pan Tianshu, Horton Trinity, J Johnston Victor",2010-02-02,2011-02-01,2017-07-11,,https://patents.google.com/patent/BR112012019156A2/pt,
BR-112012019032-A2,"""processo para purificação de etanol"" ",Celanese Int Corp,"Weiner Heiko, Sarager Lincoln, Jay Warner R, Jevtic Radmila, Horton Trinity, J Johnston Victor",2010-02-02,2011-02-01,2017-10-10,,https://patents.google.com/patent/BR112012019032A2/pt,
BR-112017014195-A2,uso de uma corrente de açúcar na fermentação de etanol para produzir mais produtos ,Poet Res Inc,G Redford Steven,2014-12-31,2015-12-29,2018-01-09,,https://patents.google.com/patent/BR112017014195A2/pt,
BR-PI0607857-A2,produção de etanol a partir de resìduo de processamento cìtrico ,"Us Agriculture, Renewable Spirits Llc","David A Stewart, Wilbur W Widmer, Karel Grohmann, Mark R Wilkins",2005-02-07,2006-02-07,2009-10-20,,https://patents.google.com/patent/BRPI0607857A2/pt,
BR-PI0814755-B1,Process for the production of alcohol and glucose from a lignocellulose prime matter ,Iogen Energy Corporation,"S. Tolan Jeffrey, E. Foody Brian, A. Rowland Stephen",2007-08-02,2008-07-31,2017-12-12,,https://patents.google.com/patent/BRPI0814755B1/pt,
BR-112013020645-B1,métodos e sistemas úteis para secar etanol ,"Archer Daniels Midland Co, Purdue Research Foundation","K Hilaly Ahmad, R Ladisch Michael, Mosier Nathan, L Hendrickson Richard, Kim Youngmi",2011-02-14,2012-02-14,2019-12-17,,https://patents.google.com/patent/BR112013020645B1/pt,
BR-112017008075-B1,método para fermentar caules da família poaceae ,Brian Hamrick Edward,Brian Hamrick Edward,2016-06-14,2017-02-05,2019-12-24,,https://patents.google.com/patent/BR112017008075B1/pt,
BR-112019012791-A2,composição oftálmica para o tratamento da doença do olho seco ,Novaliq Gmbh,"Meides Alice, Günther Bernhard, Löscher Frank, Voss Hartmut, Haisser Jörg, Beier Markus, Krösser Sonja",2016-12-23,2017-12-20,2019-12-03,,https://patents.google.com/patent/BR112019012791A2/pt,
BR-PI0700118-A,processo para a desidratação de etanol ,Oxeno Olefinchemie Gmbh,"Armin Rix, Frank Hoeper, Jochen Praefke, Wilfried Bueschken",2006-01-25,2007-01-24,2007-11-06,,https://patents.google.com/patent/BRPI0700118A/pt,
BR-112012019035-A2,"""processo para vaporização de ácido acético para processos de hidrogenação para produzir etanol"". ",Celanese Int Corp,Trinity Horton,2010-02-02,2011-02-01,2016-09-13,,https://patents.google.com/patent/BR112012019035A2/pt,
BR-112018010628-A2,métodos e sistemas para trituração de milho e produção de etanol a partir dos mesmos ,Flint Hills Resources Lp,"Richard Reynolds James, Bootsma Jason",2015-11-25,2016-11-23,2019-02-12,,https://patents.google.com/patent/BR112018010628A2/pt,
BR-112013027217-A2,processo para a produção de etanol empregando múltiplos leitos cada um tendo diferentes catalisadores ,Celanese Int Corp,"Heiko Weiner, Radmila Wollrab, Victor J Johnston, Zhenhua Zhou",2011-04-26,2012-01-11,2016-12-27,,https://patents.google.com/patent/BR112013027217A2/pt,
BR-112012028453-A2,processo para produzir etanol ,Celanese Int Corp,"Lee David, Sarager Lincoln, Salado Manuel, Jay Warner R, HALE Trinity, J Johnston Victor",2010-05-07,2011-05-06,2017-03-21,,https://patents.google.com/patent/BR112012028453A2/pt,
BR-PI0922773-B1,"célula microbiana hospedeira transgênica, métodos para produzir um polipeptídeo tendo atividade de intensificação celulolítica e para degradar ou converter um material celulósico, construção de ácido nucleico, vetor de expressão, e, composição detergente. ","Novozymes As, Novozymes Inc","Spodsberg Nikolaj, Harris Paul, Kramer Randall",2008-12-04,2009-12-04,2018-10-09,,https://patents.google.com/patent/BRPI0922773B1/pt,
BR-PI0710217-A2,"polipeptìdeo, polinucleotìdeo, construção de ácido nucleico, vetor de expressão recombinante, célula hospedeira recombinante, métodos para produzir o polipeptìdeo, para produzir um mutante a partir de uma célula precursora, para produzir uma proteìna, para produzir um polinucleotìdeo, para degradar ou converter um material celulósico, para produzir uma substáncia e para inibir a expressão de um polinucleotìdeo em uma célula, célula mutante, planta transgênica, parte de planta ou célula de planta, e, molécula de rna de filamento duplo ","Novozymes Inc, Novozymes As","Paul Harris, Elena Vlasenko, Marcus Sakari Kauppinen, Elizabeth Zaretsky, Sarah Teter, Kimberly Brown",2006-03-30,2007-03-30,2011-08-02,,https://patents.google.com/patent/BRPI0710217A2/pt,
BR-112016007509-B1,"anhydrous antiperspirant composition comprising alcl3 or any hydrates thereof, method of preventing or reducing sweating and method of preparing the anhydrous antiperspirant composition ",Riemann Trading Aps,Lene Britze,2013-10-09,2014-10-08,2020-12-01,,https://patents.google.com/patent/BR112016007509B1/en,https://patentimages.storage.googleapis.com/6f/94/63/45f311b1781fac/img0019.png
